City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ciro marina,39.3732,17.126,20.93,77,3,6.36,IT,1714646270
366,mount gambier,-37.8333,140.7667,9.93,80,0,2.82,AU,1714646271
367,acarau,-2.8856,-40.12,26.72,87,16,4.21,BR,1714646271
368,broken hill,-31.95,141.4333,14.47,67,26,3.77,AU,1714646271
369,dazhong,33.1997,120.4578,12.22,86,16,2.92,CN,1714646271
370,codrington,-38.2667,141.9667,12.61,80,19,4.88,AU,1714646271
371,atafu village,-8.5421,-172.5159,28.89,79,36,3.83,TK,1714646271
372,broome,42.2506,-75.833,15.77,71,55,0.89,US,1714646271
373,nemuro,43.3236,145.575,5.96,85,36,5.79,JP,1714646271
374,nar'yan-mar,67.6713,53.087,-8.83,93,36,5.81,RU,1714646271
375,san antonio de pale,-1.4014,5.6325,27.7,83,99,3.4,GQ,1714646271
376,bonthe,7.5264,-12.505,30.85,66,98,3.42,SL,1714646271
377,ulanhot,46.0833,122.0833,21.24,19,55,2.02,CN,1714646271
378,dogondoutchi,13.6393,4.0287,39.29,25,75,8.03,NE,1714646271
379,puerto yuca,2.9383,-73.2083,22.44,98,58,0.82,CO,1714646271
380,preobrazheniye,42.9019,133.9064,8.93,83,42,4.53,RU,1714646271
381,olyokminsk,60.3736,120.4264,-1.44,89,100,3.64,RU,1714646271
382,ban karon,7.8477,98.2985,32.95,75,100,4.35,TH,1714646271
383,newcastle,-32.9272,151.7765,15.95,90,40,2.57,AU,1714646271
384,ghat,24.9647,10.1728,34.61,18,61,3.07,LY,1714646271
385,kourou,5.1552,-52.6478,25.03,92,93,3.37,GF,1714646271
386,arno,60.1167,18.6333,5.99,59,99,3.08,SE,1714646271
387,kidal,18.4411,1.4078,40.41,9,2,5.68,ML,1714646272
388,okhotsk,59.3833,143.3,-0.43,81,39,2.03,RU,1714646272
389,madang,-5.2246,145.7966,25.59,90,100,1.43,PG,1714646272
390,dalandzadgad,43.5708,104.425,20.0,9,99,4.74,MN,1714646272
391,gao,16.6362,1.637,41.0,9,7,7.4,ML,1714646272
392,kuta,-8.7233,115.1723,28.97,83,20,7.2,ID,1714646272
393,nabire,-3.3667,135.4833,25.83,93,94,1.45,ID,1714646272
394,abong mbang,3.9833,13.1833,25.29,75,100,1.44,CM,1714646272
395,crane,31.3974,-102.3501,20.55,92,37,5.7,US,1714646272
396,arar,30.9753,41.0381,31.01,23,40,9.26,SA,1714645998
397,puerto eldorado,-26.4084,-54.6946,28.41,55,86,2.94,AR,1714646272
398,al hasakah,36.5024,40.7477,26.71,43,16,2.19,SY,1714646272
399,atherton,53.5237,-2.4935,18.04,71,98,1.34,GB,1714646171
400,mhamid,29.82,-5.72,30.16,9,1,5.77,MA,1714646272
401,walvis bay,-22.9575,14.5053,33.53,22,0,6.17,NA,1714646272
402,sinop,41.7711,34.8709,10.24,97,100,1.28,TR,1714646272
403,mejit,10.2753,170.8646,27.44,82,100,8.28,MH,1714646272
404,arraial do cabo,-22.9661,-42.0278,23.92,88,0,2.57,BR,1714646163
405,itarare,-24.1125,-49.3317,20.82,75,3,0.91,BR,1714646121
406,zhosaly,45.4878,64.0781,24.4,23,94,7.12,KZ,1714646272
407,onega,63.9061,38.1404,0.13,66,100,5.83,RU,1714646273
408,kapa'a,22.0752,-159.319,24.18,84,40,5.66,US,1714646115
409,ellsworth,44.5434,-68.4195,7.56,97,100,0.45,US,1714646273
410,hun,29.1268,15.9477,29.73,19,88,5.48,LY,1714646273
411,antsiranana,-12.2787,49.2917,26.94,87,85,6.76,MG,1714646273
412,chapaev,50.2,51.1667,14.9,45,76,4.25,KZ,1714646273
413,puerto colombia,10.9878,-74.9547,27.05,86,51,3.49,CO,1714646273
414,nenjiang,49.1833,125.2167,11.42,18,3,2.69,CN,1714646273
415,rio preto da eva,-2.6994,-59.6997,24.02,99,100,1.11,BR,1714646273
416,puerto carreno,6.189,-67.4859,26.24,85,92,1.14,CO,1714646273
417,maintirano,-18.0667,44.0167,29.44,67,1,5.51,MG,1714646273
418,aktau,43.65,51.2,27.32,37,44,6.63,KZ,1714646273
419,hobyo,5.3505,48.5268,30.94,67,84,6.69,SO,1714646273
420,roanoke rapids,36.4615,-77.6542,16.32,100,100,0.0,US,1714646273
421,joshimath,30.5667,79.5667,19.6,22,0,3.13,IN,1714646273
422,safotu,-13.4513,-172.4018,29.21,83,59,8.69,WS,1714646273
423,kalmunai,7.4167,81.8167,30.54,72,95,7.32,LK,1714646132
424,nova vicosa,-17.8919,-39.3719,25.39,75,0,1.79,BR,1714646274
425,qarchak,35.4394,51.5689,22.37,32,100,2.02,IR,1714646274
426,praya,14.9215,-23.5087,28.3,34,0,8.75,CV,1714646274
427,tshikapa,-6.4167,20.8,32.91,34,53,2.28,CD,1714646274
428,anamur,36.0751,32.8369,23.39,67,0,6.78,TR,1714646274
429,sona,45.4388,10.8255,19.16,83,75,5.66,IT,1714646274
430,cukai,4.25,103.4167,30.97,75,31,3.1,MY,1714646274
431,slavyanka,42.8633,131.3847,8.89,82,45,3.39,RU,1714646274
432,pyapon,16.2833,95.6833,37.71,35,19,7.52,MM,1714646274
433,bardai,11.65,7.2333,37.53,20,70,1.63,NG,1714646274
434,okha,53.5739,142.9478,1.25,60,97,4.92,RU,1714646274
435,pudasjarvi,65.3833,26.9167,3.03,100,100,1.53,FI,1714646274
436,cidreira,-30.1811,-50.2056,20.93,99,99,1.69,BR,1714646274
437,khorugh,37.4897,71.553,10.04,31,48,0.38,TJ,1714646274
438,tumpat,6.1978,102.171,32.99,66,20,5.66,MY,1714646275
439,haimen,23.1935,116.6142,22.94,86,100,6.36,CN,1714646275
440,la ligua,-32.4524,-71.2311,9.63,81,0,0.38,CL,1714646275
441,shalya,57.2471,58.7298,6.4,44,92,3.62,RU,1714646275
442,flying fish cove,-10.4217,105.6791,27.82,83,100,6.69,CX,1714646275
443,jiaojiang,28.6803,121.4428,14.33,82,94,1.94,CN,1714646275
444,plettenberg bay,-34.0527,23.3716,25.13,40,24,2.12,ZA,1714646275
445,villa huidobro,-34.8383,-64.5869,5.8,92,40,1.4,AR,1714646275
446,chibougamau,49.9168,-74.3659,5.79,75,100,4.12,CA,1714646275
447,pelabuhanratu,-6.9875,106.5514,27.97,88,91,2.28,ID,1714646275
448,mariehamn,60.0973,19.9348,13.92,47,0,3.6,AX,1714646275
449,labytnangi,66.6572,66.4183,-9.79,83,96,1.87,RU,1714646275
450,weno,7.4515,151.8468,28.97,84,100,4.12,FM,1714646275
451,togur,58.3631,82.8265,4.52,48,100,4.92,RU,1714646275
452,halaucesti,47.1,26.8,21.47,36,99,3.42,RO,1714646275
453,ust'-ilimsk,58.0006,102.6619,5.24,32,100,1.79,RU,1714646275
454,celestun,20.8667,-90.4,24.98,79,1,6.55,MX,1714646275
455,nieuw amsterdam,5.8833,-55.0833,25.09,94,40,0.0,SR,1714646275
456,orosei,40.3798,9.6929,17.88,40,0,8.53,IT,1714646275
457,pashkovskiy,45.0231,39.1061,25.53,36,0,8.94,RU,1714646276
458,dunda,-8.1167,34.25,28.95,35,10,2.72,TZ,1714646276
459,ingeniero jacobacci,-41.3427,-69.5448,0.09,83,6,3.27,AR,1714646276
460,portage,41.1667,-81.1998,12.24,79,0,0.0,US,1714646158
461,cromwell,41.5951,-72.6454,11.5,94,100,4.63,US,1714646276
462,pisco,-13.7,-76.2167,20.03,88,100,2.06,PE,1714646043
463,fuglafjordur,62.244,-6.814,9.26,90,99,3.82,FO,1714646276
464,san clemente del tuyu,-36.3569,-56.7235,7.21,68,95,5.68,AR,1714646276
465,pawni,20.7833,79.6333,42.01,5,0,3.76,IN,1714646276
466,teghra,25.4833,85.95,40.25,4,0,8.46,IN,1714646276
467,dhidhdhoo,6.8833,73.1,29.91,72,79,2.97,MV,1714646276
468,makarska,43.2969,17.0178,19.67,80,5,5.58,HR,1714646276
469,skiathos,39.1623,23.4909,19.98,77,20,2.57,GR,1714646276
470,labrador city,52.9463,-66.9114,-0.46,88,100,5.36,CA,1714646276
471,ngetkib,7.3645,134.5148,28.14,83,75,4.63,PW,1714646276
472,coahuayana de hidalgo,18.7,-103.6583,20.53,61,58,1.74,MX,1714646276
473,vertientes,21.2594,-78.1464,22.34,95,3,2.73,CU,1714646276
474,box elder,41.5005,-112.8764,2.37,31,60,0.36,US,1714646276
475,guerrero negro,27.9769,-114.0611,14.43,81,5,4.4,MX,1714646276
476,la ronge,55.1001,-105.2842,0.14,93,100,4.12,CA,1714646277
477,den burg,53.0542,4.7972,21.09,93,37,6.55,NL,1714646277
478,norilsk,69.3535,88.2027,-11.43,80,100,2.79,RU,1714646153
479,roma,43.2128,-75.4557,15.96,83,0,4.12,US,1714646277
480,nyurba,63.2842,118.3319,-2.6,92,100,1.23,RU,1714646277
481,keflavik,64.0049,-22.5624,8.24,87,75,8.23,IS,1714646277
482,lerwick,60.1545,-1.1494,14.0,77,48,4.57,GB,1714646277
483,tatabanya,47.5849,18.3932,22.18,65,75,6.08,HU,1714646095
484,sao raimundo nonato,-9.0153,-42.6994,26.75,65,10,3.78,BR,1714646277
485,pontianak,-0.0333,109.3333,24.99,100,75,2.57,ID,1714646277
486,pekalongan,-6.8886,109.6753,28.18,83,25,1.37,ID,1714646277
487,bardsir,29.9227,56.5743,14.03,67,100,3.34,IR,1714646277
488,pitiquito,30.7,-112.0833,18.74,29,0,2.66,MX,1714646277
489,bikenibeu village,1.3673,173.1241,28.98,84,20,1.54,KI,1714646277
490,amos,48.5669,-78.1162,7.74,99,100,2.14,CA,1714646277
491,fale old settlement,-9.3852,-171.2468,28.98,80,32,3.56,TK,1714646277
492,idri,27.5,13.2667,33.63,18,42,3.65,LY,1714646277
493,kalulushi,-12.8378,28.0919,26.95,30,17,2.53,ZM,1714646277
494,falam,22.9167,93.6833,21.12,82,89,1.15,MM,1714646277
495,kargasok,59.0556,80.8572,3.87,77,100,1.79,RU,1714646277
496,ponta delgada,37.7333,-25.6667,18.44,88,75,7.2,PT,1714646277
497,becancour,46.3334,-72.4324,7.01,89,100,5.66,CA,1714646183
498,paracuru,-3.41,-39.0306,26.73,89,69,3.01,BR,1714646278
499,al kharijah,25.4514,30.5464,34.8,14,17,7.71,EG,1714646278
500,vila velha,-20.3297,-40.2925,24.41,92,0,1.54,BR,1714646278
501,vilhena,-12.7406,-60.1458,21.75,91,100,1.35,BR,1714646278
502,sao paulo de olivenca,-3.3783,-68.8725,23.32,98,97,0.22,BR,1714646278
503,esil,51.9556,66.4042,6.75,86,100,5.82,KZ,1714646278
504,dobris,49.7811,14.1672,22.18,49,3,8.58,CZ,1714646278
505,quellon,-43.1167,-73.6167,5.26,84,88,1.8,CL,1714646278
506,makurazaki,31.2667,130.3167,16.75,80,98,1.6,JP,1714646278
507,al bardiyah,31.7561,25.0865,28.25,34,86,3.44,LY,1714646278
508,bhinmal,25.0,72.25,38.52,6,77,3.02,IN,1714646278
509,peace river,56.2501,-117.286,7.03,93,20,3.6,CA,1714646067
510,ad dabbah,18.05,30.95,37.45,5,0,6.26,SD,1714646278
511,maile,-38.9466,-72.3727,4.34,95,100,0.77,CL,1714646278
512,aljezur,37.3191,-8.8033,16.2,45,68,3.91,PT,1714646278
513,whangarei,-35.7317,174.3239,9.03,94,9,1.56,NZ,1714646221
514,sept-iles,50.2001,-66.3821,5.59,97,100,2.06,CA,1714646130
515,murzuq,25.9155,13.9184,36.4,16,54,5.99,LY,1714646278
516,puerto deseado,-47.7503,-65.8938,3.88,71,97,6.97,AR,1714646278
517,shihezi,44.3,86.0333,18.92,36,21,5.22,CN,1714646278
518,lambarene,-0.7001,10.2406,28.67,75,100,0.79,GA,1714646278
519,mossendjo,-2.9506,12.7261,31.06,55,75,1.99,CG,1714646279
520,mount pearl,47.5166,-52.7813,5.47,98,100,6.69,CA,1714646279
521,noumea,-22.2763,166.4572,20.99,70,99,4.53,NC,1714646279
522,pembroke,45.8168,-77.1162,10.66,86,32,3.1,CA,1714646279
523,sao vicente,-23.9631,-46.3919,29.04,94,11,1.34,BR,1714646279
524,mitchell,43.7094,-98.0298,9.3,87,100,4.63,US,1714646279
525,patamundai,20.5667,86.5667,36.22,44,32,11.62,IN,1714646279
526,fabens,31.5023,-106.1586,23.62,25,19,5.84,US,1714646279
527,tabina,7.4669,123.4081,28.28,75,97,4.02,PH,1714646279
528,hargeysa,9.56,44.065,28.53,46,70,3.54,SO,1714646279
529,gaalkacyo,6.7697,47.4308,33.24,47,99,3.94,SO,1714646279
530,konarka,19.9,86.1167,35.22,69,4,10.01,IN,1714646279
